"task_name","task_version","task_versionDate","task_form","task_ageCohort","task_language","site_id","subject_id","session_num","session_date","session_start","trial_start","initials","machine_id","response_device","nb1_total_trials","nb1_score","nb1_bias","nb1_corr","nb1_errors","nb1_mean","nb1_median","nb1_stdev","nb1sm_corr","nb1sm_errors","nb1sm_mean","nb1sm_median","nb1sm_stdev","nb1s1_corr","nb1s1_errors","nb1s1_mean","nb1s1_median","nb1s1_stdev","nb1s2_corr","nb1s2_errors","nb1s2_mean","nb1s2_median","nb1s2_stdev","nb1s3_corr","nb1s3_errors","nb1s3_mean","nb1s3_median","nb1s3_stdev","nb1s4_corr","nb1s4_errors","nb1s4_mean","nb1s4_median","nb1s4_stdev","nb1vhL_corr","nb1vhL_errors","nb1vhL_mean","nb1vhL_median","nb1vhL_stdev","nb1vhR_corr","nb1vhR_errors","nb1vhR_mean","nb1vhR_median","nb1vhR_stdev","nb2_total_trials","nb2_score","nb2_bias","nb2_corr","nb2_errors","nb2_mean","nb2_median","nb2_stdev","nb2sm_corr","nb2sm_errors","nb2sm_mean","nb2sm_median","nb2sm_stdev","nb2s1_corr","nb2s1_errors","nb2s1_mean","nb2s1_median","nb2s1_stdev","nb2s2_corr","nb2s2_errors","nb2s2_mean","nb2s2_median","nb2s2_stdev","nb2s3_corr","nb2s3_errors","nb2s3_mean","nb2s3_median","nb2s3_stdev","nb2s4_corr","nb2s4_errors","nb2s4_mean","nb2s4_median","nb2s4_stdev","nb2vhL_corr","nb2vhL_errors","nb2vhL_mean","nb2vhL_median","nb2vhL_stdev","nb2vhR_corr","nb2vhR_errors","nb2vhR_mean","nb2vhR_median","nb2vhR_stdev","nb2int_corr","nb2int_errors","nb2int_mean","nb2int_median","nb2int_stdev","nb2noint_corr","nb2noint_errors","nb2noint_mean","nb2noint_median","nb2noint_stdev"
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",0,1,"10/19/2018","17:14:19",NA,"JW","IJR-235a","keyboard",10,-5,-5,8,2,0.6984,0.7162,0.1492,3,0,0.7331,0.6717,0.1116,1,2,0.8144,NA,0,1,0,0.8536,NA,0,1,0,0.7606,NA,0,2,0,0.4797,0.4797,0.0049,1,1,0.8536,NA,0,5,0,0.6495,0.6378,0.1599,0,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",123,1,"06/20/2018","12:57",NA,"slp","IJR-235a",NA,0,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",100,1,"10/14/2019","12:19:19",NA,"jw","IJR-235a","keyboard",30,1.594,0.3,23,7,0.6658,0.6533,0.1633,9,1,0.5983,0.5921,0.1042,1,4,0.769,NA,0,3,2,0.6902,0.696,0.0263,5,0,0.7312,0.6785,0.2592,5,0,0.6868,0.6589,0.1418,10,1,0.6683,0.667,0.1212,9,2,0.601,0.5921,0.0983,90,0.506,0.253,51,39,0.8701,0.7771,0.4086,21,9,0.9089,0.7711,0.5889,2,13,0.6942,0.6942,0.1705,10,5,0.8824,0.8343,0.1738,10,5,0.8008,0.803,0.2054,8,7,0.8837,0.8428,0.1962,20,14,0.9577,0.8018,0.5878,19,15,0.8219,0.755,0.2442,0,8,-5,-5,-5,51,31,0.8701,0.7771,0.4086
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",101,1,"11/08/2019","14:01:01",NA,"jw","IJR-235a","keyboard",30,1.888,0.153,25,5,0.7749,0.7157,0.2563,9,1,0.6648,0.6644,0.1015,2,3,0.8901,0.8901,0.1626,4,1,0.9214,0.8701,0.3464,5,0,0.7436,0.7864,0.1266,5,0,0.8408,0.7151,0.371,8,3,0.6758,0.6671,0.135,10,1,0.7963,0.7157,0.2554,90,0.708,-0.025,58,32,1.1361,0.9344,0.7937,19,11,0.7711,0.7349,0.3049,10,5,1.0724,1.0004,0.695,10,5,1.2973,1.0281,0.9432,7,8,1.1121,1.0161,0.6818,12,3,1.6465,1.4333,0.9929,20,14,1.194,0.9431,0.8278,22,12,0.9437,0.9258,0.4049,3,5,0.9066,0.3438,0.8917,55,27,1.1486,0.9431,0.7861
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",102,1,"11/18/2019","16:58:23",NA,"jw","IJR-235a","keyboard",30,2.658,0.362,27,3,0.8004,0.7562,0.277,10,0,0.7099,0.6555,0.1536,3,2,0.9838,1.0143,0.1048,4,1,0.7733,0.8387,0.1881,5,0,0.8788,0.7513,0.4355,5,0,0.8145,0.6966,0.3148,11,0,0.7488,0.761,0.1784,10,1,0.7945,0.7323,0.2702,90,1.761,-0.28,75,15,0.8886,0.9119,0.2318,22,8,0.7648,0.7293,0.2055,11,4,0.9202,0.896,0.2379,13,2,0.9519,0.9151,0.2601,14,1,0.9449,0.9434,0.22,15,0,0.9398,0.9343,0.1705,28,6,0.8907,0.9112,0.2413,27,7,0.8896,0.9119,0.2351,6,2,1.0027,0.9593,0.1985,69,13,0.8787,0.9119,0.2318
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",103,1,"12/13/2019","14:57:24",NA,"jw","IJR-235a","keyboard",30,1.888,0.153,25,5,0.8898,0.8387,0.1462,9,1,0.8036,0.77,0.134,1,4,0.9385,NA,0,5,0,1.0355,0.9949,0.1027,5,0,0.9498,0.9207,0.1342,5,0,0.8295,0.8034,0.0607,9,2,0.8547,0.8232,0.118,11,0,0.914,0.9385,0.1521,90,0.547,0.232,52,38,0.6518,0.4874,0.5807,21,9,0.5282,0.3143,0.3747,10,5,0.8199,0.5134,0.9893,9,6,0.8275,0.7089,0.5969,6,9,0.5951,0.5386,0.2842,6,9,0.5972,0.5387,0.1769,21,13,0.7887,0.4377,0.8142,20,14,0.5654,0.4389,0.3538,3,5,0.4636,0.3129,0.2266,49,33,0.6633,0.4965,0.5936
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",104,1,"12/03/2019","19:09:52",NA,"jw","IJR-235a","keyboard",30,3.156,0.113,29,1,0.915,0.7999,0.4732,10,0,0.7012,0.7168,0.1152,4,1,1.0359,1.0213,0.1438,5,0,0.9308,0.8781,0.2639,5,0,0.8971,0.8026,0.2666,5,0,1.248,0.8108,0.9489,10,1,0.7864,0.7651,0.1892,11,0,1.0657,0.7973,0.692,90,1.632,-0.008,72,18,5.5376,5.2007,2.7328,24,6,5.2594,4.7185,2.6628,12,3,4.6191,4.0542,2.0866,12,3,5.8404,5.883,2.5898,12,3,5.2404,5.2053,2.3111,12,3,7.0071,6.1703,3.2997,27,7,4.764,4.385,2.5351,27,7,5.7913,5.92,2.3239,6,2,6.7159,4.9902,4.1758,66,16,5.4305,5.203,2.5346
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",105,1,"12/09/2019","17:43:21",NA,"jw","IJR-235a","keyboard",30,2.87,0.255,28,2,0.6441,0.6247,0.1325,10,0,0.6185,0.5865,0.1568,4,1,0.6854,0.6982,0.0921,5,0,0.612,0.612,0.0532,4,1,0.6548,0.6644,0.0479,5,0,0.6856,0.5933,0.1793,10,1,0.5972,0.5981,0.1021,11,0,0.6819,0.6131,0.1318,90,1.488,0.181,68,22,0.7783,0.7335,0.2523,25,5,0.698,0.6554,0.1984,10,5,0.7221,0.7389,0.0905,11,4,0.7607,0.7445,0.1226,11,4,0.9858,0.8842,0.3742,11,4,0.8219,0.7427,0.2806,26,8,0.8532,0.7428,0.2991,27,7,0.6646,0.6924,0.1231,1,7,0.4928,NA,0,67,15,0.7826,0.7359,0.2517
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",106,1,"01/23/2020","13:38:11",NA,"jw","IJR-235a","keyboard",30,2.562,-0.184,28,2,0.8949,0.8361,0.2484,9,1,0.9916,0.9226,0.3345,5,0,0.8655,0.8758,0.1026,5,0,0.6993,0.7042,0.0649,4,1,1.0444,1.0064,0.2277,5,0,0.8262,0.8262,0.0962,10,1,0.9765,0.9222,0.2669,10,1,0.921,0.8249,0.2455,90,2.177,-0.489,79,11,1.6892,1.3975,0.9196,22,8,1.2653,1.1319,0.5392,13,2,2.0641,1.5394,1.1482,15,0,1.5755,1.3484,0.6846,15,0,1.9691,2.0286,0.8046,14,1,1.8291,1.2913,1.1681,33,1,1.8895,1.4,1.1691,28,6,1.4201,1.2801,0.5371,8,0,1.8828,1.6747,0.7692,71,11,1.6674,1.3931,0.9325
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",109,1,"01/27/2020","13:24:45",NA,"jw","IJR-235a","keyboard",30,3.156,0.113,29,1,0.6287,0.5707,0.1703,10,0,0.5126,0.5321,0.0983,5,0,0.7541,0.803,0.1582,5,0,0.6353,0.5725,0.1547,4,1,0.7058,0.6268,0.2149,5,0,0.6672,0.5932,0.1183,10,1,0.6014,0.544,0.1146,11,0,0.595,0.5707,0.154,90,1.871,-0.01,75,15,1.2096,1.0638,0.5392,25,5,0.9003,0.8677,0.2482,9,6,1.4435,1.3864,0.4858,14,1,1.4755,1.4418,0.4561,14,1,1.3537,1.0251,0.8418,13,2,1.2011,1.1944,0.2965,27,7,1.2194,1.169,0.4923,28,6,1.2387,1.1282,0.6406,8,0,1.2986,1.0281,0.4838,67,15,1.199,1.1022,0.5445
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",110,1,"03/04/2020","10:28:17",NA,"py","IJR-235a","keyboard",30,2.87,0.255,28,2,0.6932,0.669,0.1485,10,0,0.738,0.7186,0.2226,4,1,0.7114,0.7194,0.0588,4,1,0.6638,0.632,0.0827,5,0,0.6624,0.622,0.0618,5,0,0.6435,0.6175,0.0623,10,1,0.7819,0.7436,0.173,11,0,0.6573,0.6232,0.0776,90,0.334,0.249,48,42,1.1338,0.8978,0.7466,20,10,1.0113,0.7717,0.9124,3,12,1.3432,1.3483,0.3097,8,7,0.9924,0.8335,0.4434,7,8,1.5505,1.2685,0.7196,10,5,1.1374,0.8366,0.5303,18,16,1.1913,0.9897,0.5648,19,15,1.1459,0.775,0.9859,2,6,0.9103,0.9103,0.5312,46,36,1.1435,0.8978,0.753
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",111,1,"02/13/2020","17:05:14",NA,"jw","IJR-235a","keyboard",30,2.562,-0.184,28,2,0.8,0.5969,0.7012,9,1,0.5781,0.4974,0.1835,4,1,0.7456,0.7196,0.1487,5,0,0.7803,0.6061,0.245,5,0,0.6802,0.6748,0.0984,5,0,1.3822,0.6504,1.4698,10,1,0.7289,0.7652,0.1527,11,0,0.8838,0.5722,1.0875,90,0.138,-0.877,56,34,0.6317,0.5584,0.3168,6,24,0.7256,0.6265,0.3489,14,1,0.5488,0.5228,0.1474,12,3,0.5596,0.5052,0.1871,11,4,0.7387,0.5675,0.5442,13,2,0.6535,0.5788,0.2082,20,14,0.7589,0.671,0.449,21,13,0.5952,0.5751,0.1987,7,1,0.4587,0.4456,0.0827,49,33,0.6564,0.5738,0.3299
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",112,1,"07/17/2020","13:03:53",NA,"jw","IJR-235a","keyboard",30,3.156,0.113,29,1,0.5811,0.55,0.1189,10,0,0.582,0.5705,0.1112,4,1,0.5719,0.5568,0.0972,5,0,0.6197,0.5906,0.1051,5,0,0.6457,0.6245,0.1488,5,0,0.4835,0.4834,0.0361,11,0,0.5678,0.5538,0.1217,11,0,0.5606,0.5351,0.0899,90,3,0.16,84,6,0.9236,0.8408,0.3147,29,1,0.8181,0.7992,0.2451,12,3,1.0745,1.0048,0.3946,15,0,0.9267,0.9942,0.1883,13,2,0.8947,0.7425,0.282,15,0,1.0287,0.8911,0.3975,32,2,0.8979,0.8328,0.2744,32,2,0.9382,0.8901,0.317,6,2,0.9872,0.9943,0.2344,78,4,0.9187,0.8254,0.3195
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",113,1,"08/03/2020","10:06:56",NA,"JW","IJR-235a","keyboard",30,2.87,0.255,28,2,0.7589,0.6717,0.2869,10,0,0.6189,0.6026,0.1172,3,2,1.2115,0.9905,0.5728,5,0,0.7271,0.6717,0.1157,5,0,0.6966,0.6727,0.0583,5,0,0.8615,0.8115,0.2056,11,0,0.7179,0.7382,0.1456,10,1,0.7169,0.6635,0.1857,90,1.634,0.394,67,23,0.9394,0.8818,0.2719,27,3,0.8085,0.7771,0.2313,11,4,1.0074,0.997,0.1234,11,4,1.0018,0.9219,0.2236,9,6,1.0343,0.9247,0.3322,9,6,1.0781,0.944,0.3314,26,8,0.9454,0.8879,0.2205,28,6,0.9456,0.8468,0.3475,0,8,-5,-5,-5,67,15,0.9394,0.8818,0.2719
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",114,1,"08/13/2020","14:45:10",NA,"jw","IJR-235a","keyboard",30,2.277,-0.041,27,3,0.716,0.6996,0.1119,9,1,0.6653,0.6695,0.0559,4,1,0.702,0.7075,0.0718,4,1,0.8781,0.8229,0.1691,5,0,0.7114,0.7412,0.0715,5,0,0.6933,0.6627,0.0596,11,0,0.7041,0.6706,0.0784,10,1,0.7249,0.6841,0.16,90,1.186,0.214,63,27,0.9805,0.8321,0.4515,24,6,0.8478,0.7881,0.2376,8,7,1.4287,1.1307,0.766,12,3,0.9211,0.8699,0.2243,6,9,1.2238,0.9063,0.5752,13,2,0.8924,0.8142,0.3592,23,11,1.1142,0.9519,0.5846,24,10,0.9454,0.8328,0.324,4,4,1.1994,1.1388,0.4947,59,23,0.9657,0.8275,0.4445
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",116,1,"09/03/2020","17:27:34",NA,"JW","IJR-235a","keyboard",30,2.328,0.527,25,5,0.7398,0.6811,0.2337,10,0,0.676,0.6863,0.0925,1,4,1.6614,NA,0,4,1,0.6226,0.6294,0.0606,5,0,0.7885,0.7454,0.2005,5,0,0.7283,0.7512,0.1461,10,1,0.6932,0.6521,0.1617,11,0,0.8044,0.7445,0.3001,90,1.323,0.146,66,24,1.7737,1.3141,1.5319,24,6,1.6562,1.2339,1.3363,9,6,1.9823,1.284,2.2526,9,6,1.9526,2.0942,1.3938,12,3,2.1276,1.6115,1.7098,12,3,1.3641,1.1735,0.8793,25,9,2.1659,1.6906,1.7694,24,10,1.8357,1.4108,1.5633,5,3,1.531,1.338,0.9104,61,21,1.7936,1.3134,1.5704
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",118,1,"04/19/2022","13:51:33",NA,"PS","PARTICIPANT_COMPUTER","keyboard",30,3.671,-0.145,30,0,0.8774,0.8023,0.2656,10,0,0.8641,0.7967,0.3633,5,0,1.0154,1.0152,0.1231,5,0,0.9299,0.8135,0.2673,5,0,0.8379,0.7484,0.1627,5,0,0.7528,0.7899,0.0833,11,0,0.8991,0.8065,0.2484,11,0,0.8779,0.7429,0.3468,90,1.348,0.251,65,25,1.0081,0.9325,0.3208,25,5,0.9035,0.8301,0.2935,8,7,0.907,0.9169,0.2381,10,5,1.1162,1.0643,0.2202,12,3,1.0186,1.0225,0.1591,10,5,1.2293,1.1057,0.4828,25,9,1.0022,0.954,0.2317,24,10,0.9959,0.9407,0.275,0,8,-5,-5,-5,65,17,1.0081,0.9325,0.3208
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",119,1,"05/02/2022","13:04:41",NA,"PS","PARTICIPANT_COMPUTER","keyboard",30,3.671,-0.145,30,0,0.8371,0.6255,0.8159,10,0,1.0696,0.5812,1.3634,5,0,0.6794,0.6255,0.1331,5,0,0.7455,0.7156,0.1663,5,0,0.7143,0.6614,0.1422,5,0,0.7444,0.6432,0.2151,11,0,1.102,0.6523,1.2847,11,0,0.6725,0.5933,0.2057,90,1.488,0.181,68,22,0.9089,0.7796,0.4399,25,5,0.7763,0.7628,0.1373,9,6,0.7488,0.7259,0.068,12,3,1.1932,0.8636,0.7729,9,6,0.7391,0.7254,0.0849,13,2,1.13,0.9613,0.4706,23,11,0.9077,0.7996,0.335,29,5,0.8422,0.7663,0.4878,5,3,1.0745,0.9327,0.3383,63,19,0.8958,0.7669,0.4444
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",120,1,"08/19/2022","12:49:35",NA,"kk","PARTICIPANT_COMPUTER","keyboard",30,1.715,-0.11,25,5,0.8031,0.7797,0.1348,8,2,0.7769,0.7606,0.1332,3,2,0.9097,0.9737,0.198,5,0,0.7765,0.8065,0.0774,5,0,0.8452,0.7797,0.1173,4,1,0.7563,0.7708,0.0942,9,2,0.8153,0.8065,0.0835,10,1,0.7599,0.7408,0.152,90,2.744,0.289,81,9,0.9521,0.8576,0.3197,29,1,0.7869,0.7924,0.2233,10,5,1.1593,1.1062,0.3313,15,0,1.1,0.8576,0.3834,13,2,0.9166,0.8086,0.2591,14,1,1.0207,0.97,0.2707,31,3,0.9611,0.857,0.3242,32,2,0.9591,0.8489,0.3353,7,1,0.9408,0.857,0.2623,74,8,0.9532,0.8602,0.3246
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",121,1,"04/29/2022","14:59:08",NA,"PS","PARTICIPANT_COMPUTER","keyboard",30,3.156,0.113,29,1,0.6327,0.5782,0.1676,10,0,0.6033,0.5781,0.1519,5,0,0.7188,0.7384,0.1139,5,0,0.6436,0.5822,0.1397,4,1,0.5024,0.5037,0.0244,5,0,0.6986,0.6107,0.2381,10,1,0.6686,0.5912,0.2043,11,0,0.5848,0.5338,0.1494,90,2.223,0.1,78,12,0.8096,0.7746,0.1759,27,3,0.7728,0.7668,0.1135,12,3,0.9048,0.8983,0.2563,14,1,0.791,0.7271,0.1281,12,3,0.8396,0.768,0.244,13,2,0.7902,0.7795,0.1135,30,4,0.8075,0.7383,0.2009,32,2,0.8192,0.7868,0.1567,1,7,0.6125,NA,0,77,5,0.8121,0.7757,0.1756
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",123,1,"12/12/2022","13:58:55",NA,"KK","PARTICIPANT_COMPUTER","keyboard",30,1.938,-0.496,26,4,0.8075,0.7435,0.3217,7,3,0.6611,0.6707,0.209,4,1,1.1454,1.0218,0.475,5,0,0.9581,1.0623,0.2531,5,0,0.5516,0.5214,0.0605,5,0,0.8473,0.7734,0.1325,10,1,0.7868,0.8131,0.2502,10,1,0.724,0.6468,0.2092,90,0.342,-0.252,54,36,0.9164,0.7282,0.6705,14,16,0.7532,0.5885,0.3977,9,6,1.0982,0.8571,0.8339,10,5,0.7242,0.6775,0.338,12,3,1.1658,0.7527,0.9273,9,6,0.8695,0.6069,0.5306,22,12,0.9164,0.8507,0.5327,20,14,0.9463,0.5382,0.8775,2,6,0.4817,0.4817,0.1253,52,30,0.9331,0.729,0.6772
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",124,1,"11/21/2022","17:37:21",NA,"kk","PARTICIPANT_COMPUTER","keyboard",30,2.482,0.449,26,4,0.6175,0.6099,0.1457,10,0,0.5875,0.5913,0.0867,3,2,0.7289,0.6603,0.2392,5,0,0.6766,0.6288,0.1683,4,1,0.5722,0.5725,0.1199,4,1,0.5806,0.57,0.0845,10,1,0.6172,0.5826,0.1321,11,0,0.5919,0.6288,0.1158,90,1.153,-0.247,67,23,1.0409,0.8678,0.783,19,11,0.8311,0.7774,0.2645,11,4,1.1855,1.05,0.5337,11,4,1.1121,0.8886,0.5974,14,1,1.2323,0.7292,1.4326,12,3,0.9519,0.9173,0.4309,25,9,1.0303,0.8428,0.5951,25,9,1.0525,0.793,1.0973,6,2,0.9068,0.9445,0.1653,61,21,1.0541,0.8526,0.8178
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",125,1,"01/23/2023","14:10:22",NA,"kk","PARTICIPANT_COMPUTER","keyboard",30,2.277,-0.041,27,3,0.738,0.7017,0.1559,9,1,0.638,0.581,0.1116,4,1,0.8053,0.81,0.0824,4,1,0.7842,0.7887,0.1499,5,0,0.7859,0.7017,0.1666,5,0,0.7791,0.8483,0.1742,10,1,0.8265,0.898,0.1695,11,0,0.6621,0.6687,0.0955,90,0.58,-0.045,56,34,0.778,0.7882,0.1409,18,12,0.6931,0.6565,0.1538,8,7,0.8596,0.8629,0.1799,8,7,0.8124,0.8328,0.0684,10,5,0.8135,0.794,0.0924,12,3,0.7982,0.8206,0.0889,20,14,0.7931,0.8145,0.1382,23,11,0.7397,0.7175,0.1447,0,8,-5,-5,-5,56,26,0.778,0.7882,0.1409
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",127,1,"12/13/2022","18:01:04",NA,"kk","PARTICIPANT_COMPUTER","keyboard",30,3.671,-0.145,30,0,0.6669,0.6378,0.1775,10,0,0.5507,0.5317,0.1704,5,0,0.7358,0.7113,0.1007,5,0,0.7809,0.7879,0.2312,5,0,0.673,0.6058,0.1131,5,0,0.7102,0.7353,0.0892,11,0,0.6813,0.6863,0.1839,11,0,0.6288,0.6117,0.1799,90,0.434,-0.298,56,34,0.9696,0.8881,0.4634,14,16,0.7704,0.7455,0.2006,10,5,0.9231,0.9937,0.3199,12,3,1.2365,0.9768,0.7968,13,2,0.9611,0.8881,0.301,7,8,0.9927,0.9973,0.1715,21,13,0.8828,0.8406,0.2589,21,13,1.1134,0.9809,0.659,4,4,0.9935,0.9746,0.2758,52,30,0.9678,0.8736,0.4747
