"task_name","task_version","task_versionDate","task_form","task_ageCohort","task_language","site_id","subject_id","session_num","session_date","session_start","trial_start","initials","machine_id","response_device","nb1_total_trials","nb1_score","nb1_bias","nb1_corr","nb1_errors","nb1_mean","nb1_median","nb1_stdev","nb1sm_corr","nb1sm_errors","nb1sm_mean","nb1sm_median","nb1sm_stdev","nb1s1_corr","nb1s1_errors","nb1s1_mean","nb1s1_median","nb1s1_stdev","nb1s2_corr","nb1s2_errors","nb1s2_mean","nb1s2_median","nb1s2_stdev","nb1s3_corr","nb1s3_errors","nb1s3_mean","nb1s3_median","nb1s3_stdev","nb1s4_corr","nb1s4_errors","nb1s4_mean","nb1s4_median","nb1s4_stdev","nb1vhL_corr","nb1vhL_errors","nb1vhL_mean","nb1vhL_median","nb1vhL_stdev","nb1vhR_corr","nb1vhR_errors","nb1vhR_mean","nb1vhR_median","nb1vhR_stdev","nb2_total_trials","nb2_score","nb2_bias","nb2_corr","nb2_errors","nb2_mean","nb2_median","nb2_stdev","nb2sm_corr","nb2sm_errors","nb2sm_mean","nb2sm_median","nb2sm_stdev","nb2s1_corr","nb2s1_errors","nb2s1_mean","nb2s1_median","nb2s1_stdev","nb2s2_corr","nb2s2_errors","nb2s2_mean","nb2s2_median","nb2s2_stdev","nb2s3_corr","nb2s3_errors","nb2s3_mean","nb2s3_median","nb2s3_stdev","nb2s4_corr","nb2s4_errors","nb2s4_mean","nb2s4_median","nb2s4_stdev","nb2vhL_corr","nb2vhL_errors","nb2vhL_mean","nb2vhL_median","nb2vhL_stdev","nb2vhR_corr","nb2vhR_errors","nb2vhR_mean","nb2vhR_median","nb2vhR_stdev","nb2int_corr","nb2int_errors","nb2int_mean","nb2int_median","nb2int_stdev","nb2noint_corr","nb2noint_errors","nb2noint_mean","nb2noint_median","nb2noint_stdev"
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",7001,1,"03/14/2019","17:36:31",NA,"jw","IJR-235a","keyboard",30,2.213,-0.359,27,3,0.4689,0.4688,0.0974,8,2,0.4493,0.4703,0.0798,4,1,0.4463,0.4455,0.0674,5,0,0.5684,0.564,0.0722,5,0,0.4727,0.3962,0.1026,5,0,0.4152,0.4302,0.0885,9,2,0.5003,0.5279,0.0731,11,0,0.4279,0.4302,0.0842,90,2.053,-0.219,78,12,0.5945,0.6014,0.1263,24,6,0.5353,0.5493,0.1225,11,4,0.6651,0.6565,0.1146,13,2,0.6198,0.6187,0.1134,15,0,0.567,0.5978,0.1364,15,0,0.6431,0.6208,0.0809,29,5,0.5849,0.5989,0.1429,28,6,0.5916,0.5975,0.1183,7,1,0.6461,0.6428,0.143,71,11,0.5894,0.5978,0.1233
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",7013,1,"11/21/2018","18:16:55",NA,"jw","IJR-235a","keyboard",30,0.495,-0.72,20,10,0.7568,0.697,0.1836,3,7,0.9346,1.1121,0.3036,2,3,0.6717,0.6717,0.1065,5,0,0.7293,0.6915,0.1266,5,0,0.7598,0.6631,0.1647,5,0,0.7089,0.7025,0.0829,7,4,0.727,0.6339,0.1738,7,4,0.801,0.7521,0.165,0,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",7014,1,"11/01/2018","14:18:07",NA,"rs","IJR-235a","keyboard",30,2.562,-0.184,28,2,0.6066,0.5706,0.1417,9,1,0.5374,0.5441,0.0841,4,1,0.7329,0.6817,0.1314,5,0,0.5693,0.5687,0.0313,5,0,0.6179,0.5606,0.1142,5,0,0.6564,0.5972,0.2158,11,0,0.5933,0.5706,0.0619,11,0,0.5957,0.5461,0.1655,90,1.37,0.123,67,23,0.7934,0.7898,0.167,24,6,0.6834,0.6458,0.1203,9,6,0.8359,0.8236,0.0792,11,4,0.8303,0.7943,0.1451,12,3,0.8567,0.8188,0.1643,11,4,0.893,0.8323,0.1979,26,8,0.7959,0.8098,0.1561,26,8,0.7477,0.7391,0.1497,0,8,-5,-5,-5,67,15,0.7934,0.7898,0.167
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",7015,1,"11/14/2018","14:31:19",NA,"jw","IJR-235a","keyboard",30,2.658,0.362,27,3,0.6023,0.6102,0.1036,10,0,0.5469,0.5601,0.0939,3,2,0.6621,0.6296,0.0549,5,0,0.6136,0.6232,0.0554,4,1,0.606,0.6063,0.0441,5,0,0.6632,0.6102,0.1477,10,1,0.5897,0.5618,0.072,11,0,0.6162,0.6172,0.1335,90,1.521,0.047,70,20,0.8865,0.8491,0.267,24,6,0.8412,0.8321,0.2117,10,5,0.9932,0.937,0.2032,12,3,1.1106,0.996,0.4114,12,3,0.8396,0.8597,0.1432,12,3,0.7112,0.7127,0.073,26,8,0.9572,0.9053,0.2407,24,10,0.9156,0.8529,0.3354,6,2,0.8467,0.8464,0.1285,64,18,0.8903,0.8529,0.2762
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",7019,1,"03/20/2019","18:06:20",NA,"jw","IJR-235a","keyboard",30,1.928,-0.216,26,4,0.5847,0.5565,0.1235,8,2,0.5463,0.5175,0.109,3,2,0.6993,0.7102,0.1093,5,0,0.6221,0.5996,0.0693,5,0,0.5234,0.493,0.0889,5,0,0.6014,0.6346,0.1573,10,1,0.5738,0.5567,0.1161,9,2,0.5978,0.5527,0.1041,90,0.795,0.019,59,31,0.7911,0.7838,0.1813,20,10,0.7339,0.7706,0.187,9,6,0.8844,0.9464,0.1957,8,7,0.8164,0.739,0.1821,11,4,0.8062,0.8238,0.1467,11,4,0.7851,0.7014,0.148,20,14,0.8488,0.8568,0.1852,25,9,0.7494,0.7228,0.1857,2,6,0.5624,0.5624,0.0154,57,25,0.7991,0.79,0.1792
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",7036,1,"11/07/2018","11:13:59",NA,"rs","IJR-235a","keyboard",30,2.562,-0.184,28,2,0.6098,0.5996,0.0812,9,1,0.5662,0.5325,0.0889,4,1,0.6322,0.6371,0.0826,5,0,0.62,0.6155,0.0696,5,0,0.6377,0.641,0.0552,5,0,0.6323,0.6286,0.0646,10,1,0.6404,0.6528,0.0874,11,0,0.5849,0.5782,0.0797,90,1.82,-0.102,75,15,0.7581,0.7478,0.1592,24,6,0.7559,0.7574,0.1372,12,3,0.7222,0.7342,0.117,12,3,0.7471,0.7164,0.2063,13,2,0.7846,0.7705,0.1524,14,1,0.7775,0.7401,0.1775,31,3,0.7584,0.7478,0.1605,27,7,0.7333,0.7478,0.1325,6,2,0.7934,0.79,0.0434,69,13,0.7551,0.7398,0.1651
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",919,1,"10/11/2018","16:41:55",NA,"rs","IJR-235a","keyboard",30,1.734,0.23,24,6,1.1517,0.9231,0.8537,9,1,0.9241,0.8061,0.3399,1,4,1.0349,NA,0,5,0,0.9453,0.8891,0.2962,4,1,1.0989,1.0338,0.4642,5,0,1.8334,1.0996,1.5571,9,2,1.0011,1.0241,0.1793,10,1,1.4174,1.0432,1.2306,90,3.025,0.629,79,11,0.8258,0.8097,0.1634,30,0,0.7716,0.7623,0.1486,8,7,0.8642,0.8248,0.1328,15,0,0.8843,0.8482,0.1922,13,2,0.8693,0.8604,0.1594,13,2,0.8163,0.7628,0.1369,31,3,0.867,0.84,0.1853,32,2,0.8012,0.8097,0.1408,5,3,0.9603,0.8839,0.1708,74,8,0.8167,0.7974,0.1588
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",990,3,"06/13/2018","15:31",NA,"rs","IJR-235a","keyboard",30,1.938,-0.496,26,4,0.8994,0.7821,0.5276,7,3,0.7494,0.7505,0.2196,4,1,0.7989,0.8783,0.1893,5,0,1.3248,0.8567,1.0001,5,0,0.9141,0.8571,0.2849,5,0,0.75,0.7562,0.1632,9,2,0.8956,0.8567,0.2253,11,0,0.9642,0.7157,0.7496,90,1.945,-0.272,77,13,1.0135,0.848,0.4363,23,7,0.9475,0.7854,0.4917,11,4,1.2572,1.3004,0.3585,14,1,0.9985,0.8652,0.4772,14,1,0.9644,0.8634,0.3403,15,0,0.9956,0.828,0.3722,31,3,0.9556,0.8101,0.4648,26,8,1.0201,0.848,0.4432,8,0,1.1362,1.0945,0.4073,69,13,0.9992,0.828,0.4373
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",996,1,"10/24/2018","15:55:26",NA,"rs","IJR-235a","keyboard",30,-0.6,-0.797,15,15,0.9677,0.3295,1.461,1,9,0.2766,NA,0,4,1,1.2629,0.6716,1.2486,3,2,2.0945,0.3286,2.4975,3,2,0.2828,0.273,0.0355,4,1,0.5139,0.4558,0.2216,5,6,1.4177,0.3303,2.1072,5,6,0.4565,0.3284,0.2264,0,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",999,1,"01/07/2020","14:43:21",NA,"AC","IJR-235a",NA,0,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",999,1,"06/08/2018","14:26",NA,"rs","IJR-235a","keyboard",30,0.366,-0.183,18,12,0.7281,0.7066,0.3706,5,5,0.8972,0.7208,0.5688,4,1,0.7287,0.719,0.129,2,3,0.6572,0.6572,0.0452,2,3,0.3641,0.3641,0.3068,5,0,0.7324,0.7771,0.1883,6,5,0.7298,0.7294,0.1119,8,3,0.7677,0.6866,0.5238,90,0.081,0.04,46,44,1.4858,0.8046,1.6025,16,14,1.7539,1.0799,1.4307,7,8,0.7084,0.5082,0.4733,9,6,1.7571,1.0946,2.0797,8,7,1.231,0.4728,2.0506,6,9,1.6104,1.382,0.8743,13,21,1.8525,0.9866,2.0066,20,14,1.4179,0.6234,1.6716,4,4,2.2106,0.9984,2.594,42,40,1.4167,0.8054,1.455
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",999,1,"09/01/2023","14:00:41",NA,"uf","PARTICIPANT_COMPUTER","keyboard",30,2.277,-0.041,27,3,0.6084,0.6096,0.1636,9,1,0.481,0.4745,0.1188,5,0,0.6547,0.6071,0.1683,5,0,0.6426,0.628,0.0416,4,1,0.7496,0.7428,0.113,4,1,0.6535,0.7003,0.1894,9,2,0.6092,0.6096,0.1853,10,1,0.6309,0.6103,0.1329,90,0.633,-0.397,60,30,0.6353,0.5087,0.8122,14,16,0.6024,0.5591,0.1969,12,3,0.4944,0.3565,0.2563,12,3,0.5076,0.5141,0.1978,11,4,0.5827,0.5977,0.2278,11,4,1.0229,0.4481,1.7856,24,10,0.5953,0.5832,0.1961,20,14,0.5285,0.4401,0.2567,6,2,0.4697,0.422,0.2451,54,28,0.6537,0.5195,0.8502
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",999,1,"10/23/2018","14:08:59",NA,"JW","IJR-235a",NA,0,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",999,2,"08/04/2022","15:29:07",NA,"CP","PARTICIPANT_COMPUTER","keyboard",30,0.637,-0.319,20,10,0.6566,0.6357,0.247,5,5,0.6584,0.6433,0.2067,3,2,0.6638,0.7379,0.2191,5,0,0.5612,0.5223,0.171,2,3,0.6926,0.6926,0.3366,5,0,0.7315,0.7578,0.2874,8,3,0.7617,0.6906,0.203,8,3,0.6173,0.6055,0.2561,90,0.4,-0.362,56,34,0.6335,0.5696,0.3228,13,17,0.5154,0.4856,0.1482,11,4,0.5641,0.5449,0.1948,10,5,0.6504,0.5996,0.2528,10,5,0.6247,0.5918,0.2569,12,3,0.8181,0.6668,0.5152,15,19,0.7826,0.5918,0.4929,27,7,0.5695,0.5106,0.2026,5,3,0.6175,0.5643,0.2305,51,31,0.635,0.5712,0.3304
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",999,2,"10/23/2018","14:21:51",NA,"JW","IJR-235a","keyboard",30,0.839,0.053,20,10,0.8485,0.8089,0.2876,7,3,0.7537,0.7888,0.1903,2,3,0.7485,0.7485,0.1005,5,0,0.7763,0.7742,0.2555,2,3,1.128,1.128,0.1801,4,1,1.0149,0.8795,0.3918,6,5,0.9582,0.9305,0.404,9,2,0.8309,0.7888,0.2222,0,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",9995,1,"12/07/2021","15:41:56",NA,"jps","PARTICIPANT_COMPUTER",NA,0,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",9995,1,"12/07/2021","15:51:31",NA,"jps","PARTICIPANT_COMPUTER","keyboard",30,-0.473,-0.236,13,17,1.407,0.4842,2.1734,3,7,0.1049,0.142,0.0553,4,1,2.9677,1.8442,3.0961,2,3,0.5967,0.5967,0.0149,3,2,1.5233,0.6077,1.3831,1,4,0.3428,NA,0,6,5,1.6418,0.5947,2.7982,3,8,1.368,0.4842,1.4985,19,-5,-5,13,6,2.8099,1.2807,2.9495,2,3,5.343,5.343,5.1947,2,3,2.1229,2.1229,0.8423,3,0,3.0965,0.9531,3.2261,4,0,2.0288,1.7606,1.2774,2,0,2.0959,2.0959,1.1113,9,4,3.1322,1.2807,3.4003,3,2,2.4514,2.6324,1.2087,1,0,0.9846,NA,0,12,6,2.962,1.9565,3.0205
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",9999,1,"01/13/2020","13:23:24",NA,"AC","IJR-235a","keyboard",30,1.734,0.23,24,6,0.7617,0.7043,0.1477,9,1,0.7252,0.6718,0.0851,3,2,0.728,0.6984,0.0896,5,0,0.7348,0.6841,0.1599,3,2,0.9413,0.9752,0.1765,4,1,0.7677,0.6976,0.1559,9,2,0.7949,0.8459,0.1416,8,3,0.7491,0.6779,0.158,28,-5,-5,20,8,1.1486,0.8106,1.4884,5,3,2.1035,0.8265,2.7476,3,2,0.761,0.7482,0.1262,4,0,0.8653,0.9693,0.2219,4,1,0.8166,0.7521,0.2033,4,2,0.8607,0.8417,0.1063,13,5,1.3358,0.7873,1.8172,4,1,0.8269,0.8455,0.0861,1,1,1.0379,NA,0,19,7,1.1544,0.81,1.5268
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",9999,1,"05/04/2023","14:56:18",NA,"SZ","PARTICIPANT_COMPUTER","keyboard",21,-5,-5,15,6,4.0254,0.6751,8.0245,4,3,4.2181,2.9324,3.9901,3,1,2.3425,2.9663,1.2606,2,1,0.6263,0.6263,0.5244,1,1,32.3994,NA,0,5,0,0.566,0.5481,0.207,3,4,3.7013,0.4059,4.706,7,2,5.2123,0.6992,11.1032,0,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",9999,1,"05/04/2023","15:04:54",NA,"SZ","PARTICIPANT_COMPUTER","keyboard",30,2.064,0.065,26,4,0.5843,0.5791,0.1575,9,1,0.5409,0.5718,0.1136,4,1,0.7662,0.6841,0.1635,5,0,0.5381,0.4879,0.1595,3,2,0.5602,0.4722,0.1776,5,0,0.5776,0.6106,0.0874,9,2,0.6321,0.6106,0.1766,11,0,0.5509,0.49,0.1444,68,-5,-5,56,12,0.5813,0.5538,0.1483,16,4,0.5163,0.5019,0.1251,9,4,0.6833,0.6795,0.1375,11,2,0.6082,0.5922,0.1417,10,1,0.5832,0.5448,0.1675,10,1,0.562,0.5124,0.1166,24,3,0.5692,0.572,0.1052,20,8,0.598,0.537,0.1956,4,1,0.8559,0.8471,0.1571,52,11,0.5602,0.5457,0.1246
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",9999,1,"06/20/2018","15:04",NA,"slp","IJR-235a","keyboard",30,2.064,0.065,26,4,0.8265,0.7642,0.1885,9,1,0.7353,0.7078,0.1005,2,3,1.0577,1.0577,0.0094,5,0,0.8958,0.894,0.1565,5,0,0.735,0.7583,0.0857,5,0,0.9201,0.7768,0.2765,10,1,0.7659,0.7644,0.0671,9,2,0.8554,0.719,0.2729,90,1.132,0.359,60,30,1.3559,1.1854,0.6512,25,5,1.265,1.0159,0.659,9,6,1.2152,1.1589,0.1246,10,5,1.4173,1.3313,0.4036,7,8,1.8457,1.1792,1.1983,9,6,1.3,1.3546,0.2666,21,13,1.2773,1.1854,0.54,26,8,1.3202,1.0986,0.6392,2,6,1.2354,1.2354,0.0602,58,24,1.3601,1.1854,0.6619
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",9999,1,"07/20/2022","15:33:00",NA,"CP","PARTICIPANT_COMPUTER","keyboard",30,1.197,-0.369,23,7,3.5828,1.2496,4.5754,6,4,4.0422,1.4489,6.2368,3,2,5.8057,3.6849,5.1963,4,1,2.0116,1.1333,1.7096,5,0,2.5084,1.1802,2.8493,5,0,4.0291,1.5406,4.0515,9,2,5.9287,1.5406,6.1322,8,3,2.5895,1.6079,2.5085,90,1.088,0.667,54,36,0.7701,0.6963,0.3831,27,3,0.6879,0.6078,0.466,10,5,0.8503,0.8479,0.245,5,10,0.966,1.0579,0.2204,5,10,0.8338,0.7767,0.1901,7,8,0.7877,0.9351,0.2876,20,14,0.8119,0.8495,0.3149,21,13,0.7831,0.6854,0.486,2,6,0.7747,0.7747,0.1101,52,30,0.77,0.6963,0.3898
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",9999,1,"08/23/2023","15:19:05",NA,"kk","PARTICIPANT_COMPUTER","keyboard",30,-0.12,0.06,14,16,0.9361,0.5956,1.0153,5,5,0.528,0.5956,0.1256,4,1,0.6077,0.463,0.374,3,2,1.8904,0.6938,1.7956,1,4,1.1318,NA,0,1,4,1.2316,NA,0,5,6,1.337,0.4101,1.5843,6,5,0.6923,0.631,0.2059,90,0.283,-0.742,57,33,1.0566,0.7777,0.927,8,22,0.785,0.6233,0.5633,10,5,1.1126,0.5498,1.1802,14,1,1.0081,0.6137,1.0362,14,1,0.8622,0.8637,0.4961,11,4,1.5125,1.4423,0.9803,22,12,0.8317,0.5976,0.6537,21,13,1.257,0.8886,0.9479,7,1,1.6295,1.2405,1.4856,50,32,0.9764,0.7777,0.7863
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",9999,1,"09/03/2019","16:30:23",NA,"jw","IJR-235a","keyboard",6,-5,-5,5,1,0.4646,0.4213,0.1489,2,0,0.3995,0.3995,0.0218,1,0,0.7558,NA,0,0,0,-5,-5,-5,0,1,-5,-5,-5,2,0,0.384,0.384,0.043,1,0,0.7558,NA,0,4,1,0.3918,0.3995,0.035,0,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",9999,1,"09/11/2020","14:44:36",NA,"hd","IJR-235a","keyboard",30,2.87,0.255,28,2,0.7293,0.6469,0.3318,10,0,0.708,0.6635,0.1265,4,1,0.7256,0.6449,0.2567,4,1,0.588,0.5949,0.0828,5,0,0.6506,0.6255,0.0843,5,0,0.9665,0.6107,0.6633,10,1,0.653,0.638,0.0906,11,0,0.8548,0.6581,0.4665,90,2.413,0.194,79,11,0.8264,0.7824,0.2348,28,2,0.7522,0.6732,0.1946,13,2,0.8357,0.8516,0.1596,13,2,0.8406,0.8336,0.2243,12,3,0.8602,0.8041,0.2535,13,2,0.9312,0.7987,0.307,30,4,0.8354,0.8379,0.2069,30,4,0.7648,0.7199,0.1859,7,1,0.876,0.8781,0.123,72,10,0.8215,0.7695,0.2424
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",99999,1,"01/30/2020","09:51:25",NA,"py","IJR-235a","keyboard",2,-5,-5,1,1,8.6562,NA,0,0,1,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,1,0,8.6562,NA,0,0,0,-5,-5,-5,1,1,8.6562,NA,0,0,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",99999,1,"10/19/2018","12:13:18",NA,"JW","IJR-235a","keyboard",14,-5,-5,11,3,1.2061,0.9265,0.6287,5,0,1.1448,0.9265,0.4045,1,2,1.2267,NA,0,0,1,-5,-5,-5,1,0,2.8464,NA,0,4,0,0.8675,0.7649,0.3006,4,2,0.7509,0.7519,0.1269,5,0,1.5267,1.3672,0.7617,0,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",99999,1,"10/19/2018","12:26:14",NA,"JW","IJR-235a","keyboard",30,1.888,0.153,25,5,1.3043,0.6592,1.8744,9,1,1.5136,0.6294,2.6242,1,4,1.223,NA,0,5,0,0.8093,0.8202,0.111,5,0,0.7491,0.7397,0.148,5,0,1.9938,1.1458,2.007,9,2,0.8347,0.6527,0.4845,10,1,2.0858,0.783,2.7405,19,-5,-5,14,5,1.031,0.8926,0.4613,3,2,0.6976,0.6409,0.0817,4,1,0.9607,1.0211,0.232,3,0,1.0026,1.1023,0.1717,3,1,1.508,1.106,0.7333,1,1,0.9658,NA,0,10,3,0.931,1.0341,0.2286,4,1,1.2809,0.8869,0.7257,0,1,-5,-5,-5,14,4,1.031,0.8926,0.4613
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",99999,2,"10/22/2018","12:43:59",NA,"JW","IJR-235a","keyboard",30,3.078,-0.442,29,1,0.6763,0.6192,0.1729,9,1,0.6512,0.614,0.1413,5,0,0.9386,0.9041,0.1246,5,0,0.602,0.6192,0.0846,5,0,0.6143,0.5771,0.0545,5,0,0.5957,0.519,0.1612,11,0,0.6111,0.5801,0.136,11,0,0.6672,0.6234,0.1583,90,2.744,0.289,81,9,0.8754,0.8657,0.1488,29,1,0.8248,0.8186,0.0827,11,4,0.9502,0.8735,0.1679,14,1,0.8773,0.9219,0.2247,12,3,0.8855,0.8646,0.1364,15,0,0.9086,0.9041,0.1158,32,2,0.8891,0.868,0.1349,29,5,0.8648,0.8615,0.173,3,5,1.0212,0.941,0.1318,78,4,0.8698,0.8596,0.1465
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",99999,2,"11/26/2018","14:24:05",NA,"rs","IJR-235a",NA,0,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",999999,1,"12/03/2019","12:23:48",NA,"jw","IJR-235a","keyboard",30,2.064,0.065,26,4,0.9871,0.8237,0.557,9,1,0.8436,0.7903,0.2854,3,2,0.9793,0.8689,0.1789,5,0,0.8599,0.8237,0.1909,4,1,0.8076,0.7489,0.192,5,0,1.5206,1.3019,1.0088,10,1,1.0352,0.9986,0.2352,11,0,1.0148,0.7132,0.805,0,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5
