"task_name","task_version","task_versionDate","task_form","task_ageCohort","task_language","site_id","subject_id","session_num","session_date","session_start","trial_start","initials","machine_id","response_device","total_trials","shift_score","shift_error_diff","color_corr","color_errors","color_mean","color_median","color_stdev","shape_corr","shape_errors","shape_mean","shape_median","shape_stdev","shift_corr","shift_errors","shift_mean","shift_median","shift_stdev","shifted_corr","shifted_errors","shifted_mean","shifted_median","shifted_stdev","nonshifted_corr","nonshifted_errors","nonshifted_mean","nonshifted_median","nonshifted_stdev"
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","USC_CAR_Lab","3980",1,"05/06/2022","13:55:16",NA,"PS","PARTICIPANT_COMPUTER","keyboard",104,7.675,9,20,0,0.5671,0.5199,0.1502,20,0,0.5378,0.5357,0.11,55,9,0.8567,0.7519,0.359,24,5,0.8092,0.7438,0.2973,31,4,0.8935,0.8079,0.3965
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","USC_CAR_Lab","3982",1,"05/17/2022","13:43:17",NA,"PS","PARTICIPANT_COMPUTER","keyboard",104,8.094,3,19,1,0.5721,0.5519,0.0877,20,0,0.6567,0.5998,0.1811,60,4,0.8012,0.7438,0.2713,33,3,0.9019,0.7919,0.2955,27,1,0.6781,0.6959,0.1709
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","USC_CAR_Lab","3984",1,"05/09/2022","14:07:45",NA,"PS","PARTICIPANT_COMPUTER","keyboard",104,7.773,-1,19,1,0.9156,0.8878,0.3079,20,0,0.7682,0.7039,0.221,64,0,0.9989,0.9518,0.4131,36,0,1.0727,1.0157,0.4386,28,0,0.9039,0.7599,0.356
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","USC_CAR_Lab","3986",1,"05/05/2022","10:48:03",NA,"EX","PARTICIPANT_COMPUTER","keyboard",104,7.195,0,20,0,1.2074,1.2079,0.245,20,0,1.0519,0.9679,0.3692,64,0,1.3121,1.1918,0.4609,33,0,1.4299,1.2559,0.4818,31,0,1.1867,1.1359,0.4013
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","USC_CAR_Lab","3988",1,"05/17/2022","08:38:17",NA,"PS","PARTICIPANT_COMPUTER","keyboard",104,9.021,1,20,0,0.4736,0.4558,0.0898,20,0,0.4335,0.4239,0.0502,63,1,0.5955,0.5679,0.1432,34,1,0.5679,0.5279,0.1241,29,0,0.628,0.6159,0.1567
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","USC_CAR_Lab","3991",1,"05/25/2022","15:57:30",NA,"PS","PARTICIPANT_COMPUTER","keyboard",104,9.688,4,20,0,0.3895,0.3759,0.0652,20,0,0.3788,0.3759,0.0589,60,4,0.3783,0.3599,0.0788,30,3,0.3844,0.3678,0.0621,30,1,0.3721,0.3599,0.0921
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","USC_CAR_Lab","3992",1,"08/26/2022","15:19:22",NA,"kk","PARTICIPANT_COMPUTER","keyboard",104,9.248,0,19,1,0.4314,0.4238,0.0722,20,0,0.4594,0.4398,0.1276,63,1,0.5823,0.5199,0.1886,33,0,0.5708,0.5199,0.1714,30,1,0.5951,0.5279,0.2051
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","USC_CAR_Lab","3993",1,"08/26/2023","13:28:16",NA,"kk","PARTICIPANT_COMPUTER","keyboard",104,8.716,3,20,0,0.4615,0.4079,0.1365,19,1,0.4444,0.4399,0.0585,60,4,0.6649,0.5839,0.2899,30,2,0.6564,0.5679,0.2735,30,2,0.6735,0.5998,0.3051
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","USC_CAR_Lab","3996",1,"05/05/2022","14:20:04",NA,"PS","PARTICIPANT_COMPUTER","keyboard",104,8.577,0,20,0,0.5623,0.5678,0.0701,20,0,0.5682,0.5198,0.1479,64,0,0.7281,0.6959,0.1992,33,0,0.7623,0.7119,0.2402,31,0,0.6917,0.6639,0.134
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","USC_CAR_Lab","3998",1,"05/16/2022","08:33:19",NA,"PS","PARTICIPANT_COMPUTER","keyboard",104,9.521,2,20,0,0.3687,0.3599,0.0465,19,1,0.4096,0.4238,0.0315,61,3,0.4729,0.4399,0.1075,33,2,0.4597,0.4399,0.0857,28,1,0.4885,0.4399,0.1268
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","USC_CAR_Lab","3999",1,"05/23/2022","09:39:38",NA,"PS","PARTICIPANT_COMPUTER","keyboard",104,8.621,1,20,0,0.3655,0.3598,0.0553,20,0,0.4374,0.4151,0.0805,63,1,0.6893,0.6637,0.2686,32,1,0.7198,0.6879,0.2763,31,0,0.6577,0.6158,0.2566
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","USC_CAR_Lab","4000",1,"05/16/2022","16:37:04",NA,"PS","PARTICIPANT_COMPUTER","keyboard",104,9.171,1,20,0,0.5007,0.4878,0.0839,19,1,0.4972,0.5038,0.0617,62,2,0.5312,0.5198,0.1338,31,2,0.5447,0.5198,0.1574,31,0,0.5178,0.5198,0.1034
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","USC_CAR_Lab","4001",1,"04/29/2022","12:27:13",NA,"PS","PARTICIPANT_COMPUTER","keyboard",104,9.453,4,19,1,0.3514,0.3279,0.0692,18,2,0.3945,0.3519,0.1216,57,7,0.4185,0.3918,0.1232,32,4,0.4389,0.4159,0.1367,25,3,0.3925,0.3759,0.0973
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","USC_CAR_Lab","4003",1,"05/12/2022","15:36:05",NA,"PS","PARTICIPANT_COMPUTER","keyboard",104,9.022,1,20,0,0.5586,0.5759,0.0782,20,0,0.5711,0.5599,0.0647,63,1,0.6357,0.5678,0.216,36,0,0.6376,0.5839,0.2231,27,1,0.6331,0.5519,0.206
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","USC_CAR_Lab","4008",2,"10/20/2022","17:27:55",NA,"kk","PARTICIPANT_COMPUTER","keyboard",104,8.747,0,20,0,0.5535,0.5199,0.1259,19,1,0.8267,0.7119,0.3018,63,1,0.7797,0.6318,0.3292,33,1,0.8423,0.6319,0.3814,30,0,0.7108,0.5918,0.2418
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","USC_CAR_Lab","4009",1,"09/02/2022","11:58:41",NA,"TS","PARTICIPANT_COMPUTER","keyboard",104,8.559,6,20,0,0.4186,0.4398,0.0648,20,0,0.8295,0.6478,0.5353,58,6,0.7279,0.5839,0.4872,28,5,0.749,0.5841,0.4045,30,1,0.7081,0.5517,0.5526
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","USC_CAR_Lab","4010",2,"07/27/2022","11:15:14",NA,"kk","PARTICIPANT_COMPUTER","keyboard",104,8.188,7,19,1,0.468,0.4557,0.0956,19,1,0.4575,0.4717,0.058,55,9,0.615,0.6159,0.1544,24,8,0.6532,0.6479,0.1655,31,1,0.5854,0.5839,0.1382
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","USC_CAR_Lab","4011",1,"09/21/2022","10:49:39",NA,"CP","PARTICIPANT_COMPUTER","keyboard",104,9.772,1,20,0,0.4537,0.4506,0.0543,20,0,0.4815,0.4558,0.1244,63,1,0.4597,0.4241,0.1178,33,1,0.5058,0.4718,0.1276,30,0,0.409,0.3919,0.0795
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","USC_CAR_Lab","4013",1,"11/03/2022","16:08:09",NA,"kk","PARTICIPANT_COMPUTER","keyboard",104,8.412,1,20,0,0.5586,0.5199,0.149,20,0,0.5598,0.544,0.0942,63,1,0.7924,0.7199,0.2299,31,1,0.781,0.7199,0.2151,32,0,0.8034,0.7119,0.2429
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","USC_CAR_Lab","4015",1,"02/08/2023","16:56:41",NA,"kk","PARTICIPANT_COMPUTER","keyboard",104,9.538,4,20,0,0.3823,0.3839,0.0567,20,0,0.397,0.3999,0.0549,60,4,0.4439,0.4239,0.0876,29,4,0.4713,0.4398,0.1019,31,0,0.4182,0.4158,0.0613
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","USC_CAR_Lab","4022",1,"05/31/2023","10:39:53",NA,"SZ","PARTICIPANT_COMPUTER","keyboard",104,7.548,3,20,0,0.5871,0.5839,0.1606,19,1,0.702,0.6478,0.2064,60,4,1.0351,0.9199,0.3991,31,3,1.0835,0.9678,0.4249,29,1,0.9833,0.8238,0.3624
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","USC_CAR_Lab","4023",1,"11/09/2023","13:48:16",NA,"kk","PARTICIPANT_COMPUTER","keyboard",104,9.688,3,20,0,0.3441,0.3439,0.0497,19,1,0.3818,0.3758,0.0689,60,4,0.4092,0.3679,0.1232,29,3,0.4294,0.3679,0.1465,31,1,0.3903,0.3679,0.0925
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","USC_CAR_Lab","4024",1,"05/08/2023","10:33:40",NA,"EX","PARTICIPANT_COMPUTER","keyboard",104,8.704,4,20,0,0.4258,0.4239,0.0547,18,2,0.503,0.4878,0.0712,58,6,0.5855,0.5519,0.1415,27,5,0.6242,0.5999,0.1549,31,1,0.5519,0.5438,0.1189
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","UIC-IJR","5001",1,"03/07/2020","15:44:57",NA,"AC","IJR-235a","keyboard",104,8.497,4,20,0,0.549,0.5197,0.1367,20,0,0.608,0.5679,0.1317,60,4,0.7222,0.6358,0.2932,33,3,0.7547,0.6478,0.3189,27,1,0.6825,0.5879,0.2526
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","UIC-IJR","6079",1,"09/05/2019","15:51:20",NA,"jw","IJR-235a","keyboard",104,8.735,0,19,1,0.4615,0.4638,0.089,19,1,0.5863,0.5678,0.1087,62,2,0.6718,0.6159,0.1942,31,1,0.6842,0.6318,0.191,31,1,0.6594,0.5998,0.1966
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","UIC-IJR","6096",2,"10/16/2018","11:59:47",NA,"rs","IJR-235a","keyboard",104,8.908,2,20,0,0.5002,0.4878,0.1087,20,0,0.5015,0.5039,0.0445,62,2,0.5938,0.5758,0.1542,31,1,0.5911,0.5519,0.1553,31,1,0.5965,0.5918,0.1531
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","UIC-IJR","7001",1,"03/14/2019","17:30:03",NA,"jw","IJR-235a","keyboard",104,9.508,-1,18,2,0.4963,0.4079,0.1814,19,1,0.4786,0.4199,0.183,62,2,0.542,0.4558,0.2115,32,2,0.6006,0.4878,0.2384,30,0,0.4796,0.4479,0.1557
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","UIC-IJR","7013",1,"11/21/2018","18:09:56",NA,"jw","IJR-235a","keyboard",104,8.549,0,20,0,0.5494,0.5078,0.1114,20,0,0.599,0.5665,0.1877,64,0,0.7556,0.7037,0.2535,35,0,0.7374,0.7118,0.2219,29,0,0.7775,0.6879,0.2855
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","UIC-IJR","7014",1,"11/01/2018","14:10:28",NA,"rs","IJR-235a","keyboard",104,7.905,0,20,0,0.7656,0.7438,0.122,20,0,0.795,0.7478,0.177,64,0,0.9862,0.9039,0.2848,32,0,1.0081,0.9198,0.2487,32,0,0.9643,0.8638,0.3153
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","UIC-IJR","7015",1,"11/14/2018","14:24:17",NA,"jw","IJR-235a","keyboard",104,9.131,1,19,1,0.4205,0.3998,0.1036,20,0,0.4393,0.4278,0.0685,62,2,0.5815,0.5278,0.1583,31,2,0.5771,0.5278,0.1467,31,0,0.5859,0.5318,0.1689
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","UIC-IJR","7019",1,"03/20/2019","18:00:14",NA,"jw","IJR-235a","keyboard",104,9.022,1,20,0,0.5283,0.5119,0.0957,20,0,0.5122,0.5118,0.1074,63,1,0.5895,0.5677,0.1478,33,0,0.6056,0.5717,0.1656,30,1,0.5718,0.5518,0.1229
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","UIC-IJR","7036",1,"11/07/2018","11:06:41",NA,"rs","IJR-235a","keyboard",104,9.531,5,19,1,0.3539,0.3438,0.0597,20,0,0.4022,0.3838,0.0637,58,6,0.3673,0.3598,0.0667,31,5,0.38,0.3599,0.0733,27,1,0.3527,0.3518,0.0546
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","UIC-IJR","919",1,"10/11/2018","16:30:22",NA,"rs","IJR-235a",NA,0,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","UIC-IJR","990",3,"06/13/2018","15:17",NA,"rs","IJR-235a","keyboard",104,5.765,3,12,8,1.7894,1.4812,1.0813,14,6,0.9558,0.6238,0.8438,47,17,1.8534,1.2398,1.3145,25,10,2.083,1.8318,1.3625,22,7,1.5925,1.1559,1.2057
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","UIC-IJR","996",1,"10/24/2018","15:40:27",NA,"rs","IJR-235a",NA,0,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","UIC-IJR","999",1,"01/07/2020","14:42:01",NA,"AC","IJR-235a",NA,0,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","UIC-IJR","999",1,"06/08/2018","14:03",NA,"rs","IJR-235a","keyboard",104,7.84,11,9,11,1.2078,0.5838,1.357,15,5,0.5604,0.4158,0.5048,37,27,0.8276,0.4079,1.0896,17,16,0.669,0.3878,0.8101,20,11,0.9625,0.4079,1.2645
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","USC_CAR_Lab","999",1,"09/01/2023","13:52:25",NA,"uf","PARTICIPANT_COMPUTER","keyboard",104,8.585,8,19,1,0.4727,0.4559,0.1179,19,1,0.4999,0.4719,0.1062,54,10,0.5803,0.5118,0.2252,28,8,0.6279,0.5198,0.2698,26,2,0.5291,0.4958,0.1481
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","UIC-IJR","999",1,"10/23/2018","13:54:11",NA,"JW","IJR-235a","keyboard",104,6.482,13,13,7,1.3135,1.2639,0.8897,10,10,1.0678,0.9799,0.6721,34,30,0.9092,0.6317,0.7984,17,16,0.918,0.6959,0.5911,17,14,0.9005,0.5238,0.9619
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","USC_CAR_Lab","999",2,"08/04/2022","15:19:15",NA,"CP","PARTICIPANT_COMPUTER","keyboard",104,7.357,15,20,0,0.7215,0.5518,0.3198,19,1,0.857,0.7758,0.3,48,16,0.8659,0.6879,0.4123,19,13,1.0858,1.0639,0.5066,29,3,0.7218,0.6639,0.2465
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","USC_CAR_Lab","9995",1,"12/07/2021","15:30:40",NA,"jps","PARTICIPANT_COMPUTER",NA,0,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","UIC-IJR","9999",1,"01/13/2020","13:19:45",NA,"AC","IJR-235a","keyboard",12,-5,-5,0,0,-5,-5,-5,11,1,0.7675,0.6958,0.2019,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","USC_CAR_Lab","9999",1,"05/04/2023","14:50:51",NA,"SZ","PARTICIPANT_COMPUTER","keyboard",21,-5,-5,5,15,1.1411,0.6638,1.0033,0,1,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","UIC-IJR","9999",1,"06/20/2018","14:55",NA,"slp","IJR-235a","keyboard",104,8.278,2,20,0,0.5483,0.5438,0.0709,20,0,0.533,0.5358,0.0624,62,2,0.7544,0.7358,0.2202,29,1,0.7615,0.7439,0.2149,33,1,0.7482,0.7158,0.2245
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","USC_CAR_Lab","9999",1,"07/20/2022","15:21:54",NA,"CP","PARTICIPANT_COMPUTER","keyboard",104,7.4,2,8,12,0.1555,0.1186,0.1618,2,18,1.7065,1.7065,1.1971,32,32,0.4674,0.4158,0.364,19,15,0.5333,0.4558,0.3761,13,17,0.3709,0.2319,0.3222
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","USC_CAR_Lab","9999",1,"08/23/2023","15:09:21",NA,"kk","PARTICIPANT_COMPUTER","keyboard",104,5.409,14,10,10,0.8878,0.5358,0.8316,9,11,0.7604,0.392,0.9536,29,35,1.0468,0.8239,0.9555,19,15,1.0015,0.8239,0.9548,10,20,1.1327,0.8879,0.9511
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","UIC-IJR","9999",1,"09/03/2019","16:28:03",NA,"jw","IJR-235a","keyboard",23,-5,-5,19,1,0.3816,0.3438,0.1637,2,1,0.4118,0.4118,0.052,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","UIC-IJR","9999",1,"09/11/2020","14:36:48",NA,"hd","IJR-235a","keyboard",104,8.122,8,20,0,0.4574,0.4078,0.1191,19,1,0.5455,0.5438,0.0898,55,9,0.665,0.6319,0.2297,28,8,0.6884,0.7158,0.2189,27,1,0.6407,0.6079,0.238
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","UIC-IJR","99999",1,"01/30/2020","09:48:28",NA,"py","IJR-235a","keyboard",5,-5,-5,0,0,-5,-5,-5,2,3,0.5349,0.5349,0.0809,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","UIC-IJR","99999",1,"10/19/2018","12:06:30",NA,"JW","IJR-235a",NA,0,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","UIC-IJR","99999",2,"10/22/2018","12:34:06",NA,"JW","IJR-235a","keyboard",104,8.872,2,20,0,0.4191,0.4118,0.0684,20,0,0.5782,0.5278,0.1345,62,2,0.6499,0.5838,0.2319,33,1,0.6566,0.6079,0.1944,29,1,0.6423,0.5798,0.268
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","UIC-IJR","999999",1,"12/03/2019","12:20:07",NA,"jw","IJR-235a",NA,14,-5,-5,0,0,-5,-5,-5,0,14,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","UIC-IJR","CHEER_5002",1,"09/19/2020","10:01:26",NA,"hd","IJR-235a","keyboard",104,7.152,13,19,1,0.5284,0.4638,0.1612,19,1,0.5421,0.5197,0.1039,49,15,0.8392,0.7679,0.3451,24,11,0.8445,0.7038,0.3942,25,4,0.8341,0.8159,0.2902
"SetShifting","3.2.0.1","12/30/2011","a","Adult","English","UIC-IJR","cheer3333",1,"09/05/2020","15:03:35",NA,"ac","IJR-235a",NA,0,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5,0,0,-5,-5,-5
